# Constructed from biom file
#OTU ID	MengyiA	MengyiB	MengyiC	MengyiD	MengyiE	MengyiF	MengyiG	MengyiH
2ff66a680480a6fcc2efa8734c42798c	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
6113542ffbb1ed3aa4f5a8f43564f0dd	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
d4b1ca33b14b4694da0fce43b1436dcd	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
8ce08f5a63c413f35a5b3759cf6f2992	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1b05396fd98e0a6e4205f0503423785e	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
27874b9eb552eccda0e3ce7997cddd4a	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
79103afd2c6d2097c724320c81431350	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
dd29b91b768085e5a5aba8a2ea4d54c6	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
57e0c8456f104ff92a9ece1cb3b4c6df	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
bf3ae65386afe47a4a007d865fe4c4ca	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
5a80cbdb7a0dc61f1cdc00a50ff64ac2	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
9323ca222ae5df78252b12be54dbbac6	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
e94ba0206ce9fa0191d8a1a28719fc0c	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
a39290b41dadfca8f29979c49c5c8969	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
56a731dbc462ae31b2deb76d07c73ef9	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
77ab3778a744094759ed1108886391e2	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
f72014d65ecad8be3061a7b129044619	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
13661225fb6e616694b3a794e65cb81c	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
c0c4994b793d00759b7b91e3a4c674f8	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
830d6a96f50200a8c7749643fd7b6c92	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
dee7ba6a213e6a8f91b0d22c2c37a0bf	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
74731d674aed3a43a9bf56814ae77fd6	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
eae218530a58e2d0c0af28254d479022	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
6fc8576eef4568a99a29eff7c576499e	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
2fd085ae824d25c1705ed0f78fa9e710	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
79f6011e7eb2209ba6a022d01b841c38	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
9893d30ffe4f9d4e4336616d97dc39a9	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
